split,path,dataset,source,generator,speaker_id,voice_fake,voice_present,music_present,duration_sec,specialist_score,df_score,voice_score,segment_spread,mix_mode,mix_snr_db,augment,threshold,predicted_fake,false_positive,false_negative,error_type,duration_bucket,snr_bucket,codec,telephone,mixed_music,partial_overlap,confidence_bucket
val_b,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ008-0253.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0163.wav,mix,split_internal_mix,mix::WF7::AudioLDM2,mix::wavefake_b08f5e::fake_music_AudioLDM2_16,1,1,1,7.7431875,0.7264958620071411,0.3865695558308863,0.6245179701542647,0.0018090605735778809,partial_overlap,0.0,none,0.7330639126095666,0,0,1,FN,4-8,mid,False,False,True,True,moderate
val_b,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ008-0280.wav|data/raw/gtzan_unique_v2/jazz.00019.wav,mix,split_internal_mix,mix::WF4::GTZAN_genre_5,mix::wavefake_8ba95c::gtzan_5_jazz.00019,1,1,1,38.64675,0.6621641516685486,0.4407795594693463,0.5957487740087879,-0.00910043716430664,music_then_voice,-5.0,none,0.7330639126095666,0,0,1,FN,>30,low,False,False,True,False,moderate
val_b,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0381.wav|data/raw/gtzan_unique_v2/blues.00055.wav,mix,split_internal_mix,mix::WF7::GTZAN_genre_0,mix::wavefake_43eee2::gtzan_0_blues.00055,1,1,1,31.8390625,0.7062100172042847,0.2622581997142311,0.5730244719572686,0.00567859411239624,partial_overlap,-15.0,none,0.7330639126095666,0,0,1,FN,>30,low,False,False,True,True,confident
val_b,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ008-0148.wav|data/raw/gtzan_unique_v2/rock.00097.wav,mix,split_internal_mix,mix::WF7::GTZAN_genre_9,mix::wavefake_63badc::gtzan_9_rock.00097,1,1,1,32.395,0.6612464189529419,0.3537204501390777,0.5689886283087826,-0.026871562004089355,voice_then_music,0.0,none,0.7330639126095666,0,0,1,FN,>30,mid,False,False,True,False,confident
val_c,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0394.wav|data\raw\fake_music_generated\fake_music_MusicGen_0156.wav,mix,split_internal_mix,mix::WF4::MusicGen,mix::wavefake_76ddde::fake_music_MusicGen_15,1,1,1,6.6895625,0.7109641432762146,0.5100293837842537,0.6506837154286262,0.03540414571762085,partial_overlap,-10.0,codec_mp3,0.6661712015633433,0,0,1,FN,4-8,low,True,False,True,True,uncertain
val_c,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ050-0244.wav|data\raw\fake_music_generated\fake_music_MusicGen_0252.wav,mix,split_internal_mix,mix::WF1::MusicGen,mix::wavefake_31c5b4::fake_music_MusicGen_25,1,1,1,5.5714375,0.7097052335739136,0.4744503017220794,0.6391287540183633,0.011801600456237793,simultaneous,-10.0,codec_mp3,0.6661712015633433,0,0,1,FN,4-8,low,True,False,True,False,uncertain
val_c,MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_5405802.flac|data/raw/gtzan_unique_v2/disco.00058.wav,mix,split_internal_mix,mix::A02::GTZAN_genre_3,mix::LA_0086::gtzan_3_disco.00058,1,1,1,35.038,0.6710606813430786,0.5191418815421306,0.6254850414027942,-0.021359384059906006,music_then_voice,-10.0,codec_mp3,0.6661712015633433,0,0,1,FN,>30,low,True,False,True,False,uncertain
val_c,MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_8727197.flac|data/raw/gtzan_unique_v2/country.00061.wav,mix,split_internal_mix,mix::A02::GTZAN_genre_2,mix::LA_0094::gtzan_2_country.00061,1,1,1,30.013375,0.6651731729507446,0.5301717301215304,0.6246727401019804,-0.02215784788131714,simultaneous,-5.0,codec_mp3,0.6661712015633433,0,0,1,FN,>30,low,True,False,True,False,uncertain
val_c,MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_2960848.flac|data/raw/gtzan_unique_v2/reggae.00021.wav,mix,split_internal_mix,mix::A02::GTZAN_genre_8,mix::LA_0086::gtzan_8_reggae.00021,1,1,1,33.993875,0.6375443935394287,0.5539104654326441,0.6124542151073933,-0.04358506202697754,music_then_voice,-5.0,codec_mp3,0.6661712015633433,0,0,1,FN,>30,low,True,False,True,False,moderate
val_c,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ017-0005.wav|data/raw/gtzan_unique_v2/blues.00007.wav,mix,split_internal_mix,mix::WF4::GTZAN_genre_0,mix::wavefake_f74827::gtzan_0_blues.00007,1,1,1,33.3919375,0.6666730046272278,0.1563905256552065,0.5135882609356214,-0.025026559829711914,voice_then_music,-10.0,codec_mp3,0.6661712015633433,0,0,1,FN,>30,low,True,False,True,False,confident
val_c,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ048-0137.wav|data/raw/gtzan_unique_v2/classical.00031.wav,mix,split_internal_mix,mix::WF1::GTZAN_genre_1,mix::wavefake_365a25::gtzan_1_classical.00031,1,1,1,30.013375,0.6330198645591736,0.1654974123226865,0.49276312888822743,-0.05313354730606079,simultaneous,-15.0,codec_mp3,0.6661712015633433,0,0,1,FN,>30,low,True,False,True,False,confident
val_c,MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_2312030.flac|data/raw/gtzan_unique_v2/hiphop.00067.wav,mix,split_internal_mix,mix::A02::GTZAN_genre_4,mix::LA_0094::gtzan_4_hiphop.00067,1,1,1,30.675,0.6545385122299194,0.1126840021985043,0.4919821592204949,-0.031514108180999756,partial_overlap,-15.0,codec_mp3,0.6661712015633433,0,0,1,FN,>30,low,True,False,True,True,confident
val_d,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0370.wav|data/raw/gtzan_unique_v2/jazz.00011.wav,mix,split_internal_mix,mix::WF6::GTZAN_genre_5,mix::wavefake_5f9cb1::gtzan_5_jazz.00011,1,1,1,38.443,0.7224060297012329,0.3322832498553622,0.6053691957474717,0.001733243465423584,voice_then_music,10.0,telephone,0.607568272044543,0,0,1,FN,>30,high,False,True,True,False,uncertain
val_d,MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_5405802.flac|data/raw/gtzan_unique_v2/disco.00058.wav,mix,split_internal_mix,mix::A02::GTZAN_genre_3,mix::LA_0086::gtzan_3_disco.00058,1,1,1,35.038,0.7196004390716553,0.3012017450163863,0.5940808308550746,-0.004915475845336914,music_then_voice,-10.0,telephone,0.607568272044543,0,0,1,FN,>30,low,False,True,True,False,uncertain
val_d,MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_8727197.flac|data/raw/gtzan_unique_v2/country.00061.wav,mix,split_internal_mix,mix::A02::GTZAN_genre_2,mix::LA_0094::gtzan_2_country.00061,1,1,1,30.013375,0.7114374041557312,0.3048161552972199,0.5894510294981778,-0.0059233903884887695,simultaneous,-5.0,telephone,0.607568272044543,0,0,1,FN,>30,low,False,True,True,False,uncertain
val_d,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ008-0315.wav|data\raw\fake_music_generated\fake_music_MusicGen_0144.wav,mix,split_internal_mix,mix::WF6::MusicGen,mix::wavefake_208461::fake_music_MusicGen_14,1,1,1,10.4486875,0.7197996973991394,0.2297923778305197,0.5727975015285535,-0.019470691680908203,music_then_voice,10.0,telephone,0.607568272044543,0,0,1,FN,8-15,high,False,True,True,False,uncertain
val_d,MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_6193190.flac|data/raw/gtzan_unique_v2/reggae.00036.wav,mix,split_internal_mix,mix::A02::GTZAN_genre_8,mix::LA_0086::gtzan_8_reggae.00036,1,1,1,38.0926875,0.6745520830154419,0.2919629210888682,0.5597753344374697,-0.04223364591598511,crossfade,-10.0,telephone,0.607568272044543,0,0,1,FN,>30,low,False,True,True,False,uncertain
val_d,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ048-0137.wav|data/raw/gtzan_unique_v2/classical.00031.wav,mix,split_internal_mix,mix::WF1::GTZAN_genre_1,mix::wavefake_365a25::gtzan_1_classical.00031,1,1,1,30.013375,0.7032554149627686,0.1918738235943687,0.5498409375522486,-0.011618077754974365,simultaneous,-15.0,telephone,0.607568272044543,0,0,1,FN,>30,low,False,True,True,False,moderate
val_d,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ017-0005.wav|data/raw/gtzan_unique_v2/blues.00007.wav,mix,split_internal_mix,mix::WF4::GTZAN_genre_0,mix::wavefake_f74827::gtzan_0_blues.00007,1,1,1,33.3919375,0.7113214731216431,0.1603512003684589,0.5460303912956878,-0.008764445781707764,voice_then_music,-10.0,telephone,0.607568272044543,0,0,1,FN,>30,low,False,True,True,False,moderate
val_d,MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_2960848.flac|data/raw/gtzan_unique_v2/reggae.00021.wav,mix,split_internal_mix,mix::A02::GTZAN_genre_8,mix::LA_0086::gtzan_8_reggae.00021,1,1,1,33.993875,0.679241418838501,0.0964220366297946,0.504395604175889,-0.03608983755111694,music_then_voice,-5.0,telephone,0.607568272044543,0,0,1,FN,>30,low,False,True,True,False,moderate
val_d,MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_2312030.flac|data/raw/gtzan_unique_v2/hiphop.00067.wav,mix,split_internal_mix,mix::A02::GTZAN_genre_4,mix::LA_0094::gtzan_4_hiphop.00067,1,1,1,30.675,0.6909136176109314,0.0678626024497296,0.5039983130625708,-0.03183889389038086,partial_overlap,-15.0,telephone,0.607568272044543,0,0,1,FN,>30,low,False,True,True,True,moderate
val_d,MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_6518010.flac|data/raw/gtzan_unique_v2/blues.00092.wav,mix,split_internal_mix,mix::A01::GTZAN_genre_0,mix::LA_0094::gtzan_0_blues.00092,1,1,1,31.942,0.6873655915260315,0.0664750436056724,0.5010984271499237,-0.033267438411712646,voice_then_music,0.0,telephone,0.607568272044543,0,0,1,FN,>30,mid,False,True,True,False,moderate
val_a,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_2035-147961-0009.flac|data\raw\fake_music_generated\fake_music_MusicGen_0040.wav,mix,split_internal_mix,mix::LibriSpeech::MusicGen,mix::2035::fake_music_MusicGen_4,0,1,1,9.0545625,0.7622739672660828,0.9484929504826836,0.818139662231063,0.08410811424255371,music_then_voice,-10.0,none,0.7222907679582625,1,1,0,FP,8-15,low,False,False,True,False,moderate
val_a,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_3000-15664-0029.flac|data\raw\fake_music_generated\fake_music_MusicGen_0130.wav,mix,split_internal_mix,mix::LibriSpeech::MusicGen,mix::3000::fake_music_MusicGen_13,0,1,1,11.1245,0.742896318435669,0.9641814401118286,0.8092818549385168,0.07831406593322754,crossfade,-10.0,none,0.7222907679582625,1,1,0,FP,8-15,low,False,False,True,False,moderate
val_a,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_1272-141231-0001.flac|data\raw\fake_music_generated\fake_music_MusicGen_0012.wav,mix,split_internal_mix,mix::LibriSpeech::MusicGen,mix::1272::fake_music_MusicGen_1,0,1,1,9.93275,0.7319429516792297,0.9649110608664424,0.8018333844353935,0.05621308088302612,partial_overlap,-15.0,none,0.7222907679582625,1,1,0,FP,8-15,low,False,False,True,True,moderate
val_a,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_1919-142785-0015.flac|data\raw\fake_music_generated\fake_music_MusicGen_0002.wav,mix,split_internal_mix,mix::LibriSpeech::MusicGen,mix::1919::fake_music_MusicGen_0,0,1,1,10.560875,0.729910671710968,0.929633479230466,0.7898275139668174,0.060540616512298584,voice_then_music,-15.0,none,0.7222907679582625,1,1,0,FP,8-15,low,False,False,True,False,moderate
val_a,MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_6013298.flac|data\raw\fake_music_generated\fake_music_MusicGen_0202.wav,mix,split_internal_mix,mix::bonafide::MusicGen,mix::LA_0086::fake_music_MusicGen_20,0,1,1,5.7250625,0.7274953126907349,0.865770807732409,0.768977961203237,0.06870263814926147,partial_overlap,-5.0,none,0.7222907679582625,1,1,0,FP,4-8,low,False,False,True,True,uncertain
val_a,MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_5520907.flac|data/raw/gtzan_unique_v2/disco.00059.wav,mix,split_internal_mix,mix::bonafide::GTZAN_genre_3,mix::LA_0086::gtzan_3_disco.00059,0,1,1,32.265625,0.6974696516990662,0.8138047147694063,0.7323701706201682,-0.006153464317321777,crossfade,-15.0,none,0.7222907679582625,1,1,0,FP,>30,low,False,False,True,False,uncertain
val_a,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_777-126732-0035.flac|data\raw\fake_music_generated\fake_music_MusicGen_0114.wav,mix,split_internal_mix,mix::LibriSpeech::MusicGen,mix::777::fake_music_MusicGen_11,0,1,1,5.6315625,0.7485306859016418,0.6740270557381303,0.7261795968525884,0.051432132720947266,simultaneous,5.0,none,0.7222907679582625,1,1,0,FP,4-8,mid,False,False,True,False,uncertain
val_b,data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ043-0036.wav,wavefake_ajay,wavefake_ajay,R,wavefake_e3658a,0,1,0,9.0745625,0.7802653908729553,0.9212490659432389,0.8225604933940402,0.038430988788604736,none,,none,0.7330639126095666,1,1,0,FP,8-15,not_mixed,False,False,False,False,moderate
val_b,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_3000-15664-0010.flac|data\raw\fake_music_generated\fake_music_AudioLDM2_0173.wav,mix,split_internal_mix,mix::LibriSpeech::AudioLDM2,mix::3000::fake_music_AudioLDM2_17,0,1,1,19.2475,0.740705132484436,0.965122861092136,0.808030451066746,0.04915034770965576,crossfade,-10.0,none,0.7330639126095666,1,1,0,FP,15-30,low,False,False,True,False,moderate
val_b,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0361.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0117.wav,mix,split_internal_mix,mix::R::AudioLDM2,mix::wavefake_3dcb5e::fake_music_AudioLDM2_11,0,1,1,13.46775,0.7583070397377014,0.8938513804155219,0.7989703419410474,0.07363462448120117,partial_overlap,-5.0,none,0.7330639126095666,1,1,0,FP,8-15,low,False,False,True,True,moderate
val_b,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_1272-135031-0015.flac|data\raw\fake_music_generated\fake_music_AudioLDM2_0121.wav,mix,split_internal_mix,mix::LibriSpeech::AudioLDM2,mix::1272::fake_music_AudioLDM2_12,0,1,1,12.3124375,0.737713098526001,0.9036001873120012,0.787479225161801,0.06078791618347168,voice_then_music,-15.0,none,0.7330639126095666,1,1,0,FP,8-15,low,False,False,True,False,moderate
val_b,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_6295-244435-0030.flac|data\raw\fake_music_generated\fake_music_AudioLDM2_0255.wav,mix,split_internal_mix,mix::LibriSpeech::AudioLDM2,mix::6295::fake_music_AudioLDM2_25,0,1,1,8.7815,0.7298159599304199,0.8971086315649024,0.7800037614207647,0.06379854679107666,partial_overlap,-15.0,none,0.7330639126095666,1,1,0,FP,8-15,low,False,False,True,True,uncertain
val_b,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_777-126732-0038.flac|data\raw\fake_music_generated\fake_music_MusicGen_0064.wav,mix,split_internal_mix,mix::LibriSpeech::MusicGen,mix::777::fake_music_MusicGen_6,0,1,1,8.8350625,0.7279656529426575,0.8706304029267098,0.7707650779378732,0.03402072191238403,music_then_voice,-10.0,none,0.7330639126095666,1,1,0,FP,8-15,low,False,False,True,False,uncertain
val_b,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_3000-15664-0037.flac|data\raw\fake_music_generated\fake_music_AudioLDM2_0065.wav,mix,split_internal_mix,mix::LibriSpeech::AudioLDM2,mix::3000::fake_music_AudioLDM2_6,0,1,1,10.07,0.7219617962837219,0.7953428684704484,0.7439761179397398,0.05748015642166138,simultaneous,-15.0,none,0.7330639126095666,1,1,0,FP,8-15,low,False,False,True,False,uncertain
val_c,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_1272-141231-0001.flac|data\raw\fake_music_generated\fake_music_MusicGen_0012.wav,mix,split_internal_mix,mix::LibriSpeech::MusicGen,mix::1272::fake_music_MusicGen_1,0,1,1,9.93275,0.7024415135383606,0.9384288329284236,0.7732377093553795,0.026328563690185547,partial_overlap,-15.0,codec_mp3,0.6661712015633433,1,1,0,FP,8-15,low,True,False,True,True,moderate
val_c,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_3000-15664-0029.flac|data\raw\fake_music_generated\fake_music_MusicGen_0130.wav,mix,split_internal_mix,mix::LibriSpeech::MusicGen,mix::3000::fake_music_MusicGen_13,0,1,1,11.1245,0.7164909839630127,0.9005371645647282,0.7717048381435272,0.047226905822753906,crossfade,-10.0,codec_mp3,0.6661712015633433,1,1,0,FP,8-15,low,True,False,True,False,moderate
val_c,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_1919-142785-0015.flac|data\raw\fake_music_generated\fake_music_MusicGen_0002.wav,mix,split_internal_mix,mix::LibriSpeech::MusicGen,mix::1919::fake_music_MusicGen_0,0,1,1,10.560875,0.7048883438110352,0.8659342989243469,0.7532021303450287,0.03236591815948486,voice_then_music,-15.0,codec_mp3,0.6661712015633433,1,1,0,FP,8-15,low,True,False,True,False,moderate
val_c,MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_6013298.flac|data\raw\fake_music_generated\fake_music_MusicGen_0202.wav,mix,split_internal_mix,mix::bonafide::MusicGen,mix::LA_0086::fake_music_MusicGen_20,0,1,1,5.7250625,0.7056970000267029,0.8132076790375642,0.7379502037299612,0.0462990403175354,partial_overlap,-5.0,codec_mp3,0.6661712015633433,1,1,0,FP,4-8,low,True,False,True,True,moderate
val_c,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_6241-61943-0002.flac|data\raw\fake_music_generated\fake_music_MusicGen_0124.wav,mix,split_internal_mix,mix::LibriSpeech::MusicGen,mix::6241::fake_music_MusicGen_12,0,1,1,4.4595,0.6984530091285706,0.8059289040189572,0.7306957775956865,0.03404730558395386,simultaneous,-15.0,codec_mp3,0.6661712015633433,1,1,0,FP,4-8,low,True,False,True,False,moderate
val_c,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_777-126732-0045.flac|data\raw\fake_music_generated\fake_music_MusicGen_0144.wav,mix,split_internal_mix,mix::LibriSpeech::MusicGen,mix::777::fake_music_MusicGen_14,0,1,1,17.7751875,0.629572868347168,0.8373142439516369,0.6918952810285086,-0.08352720737457275,voice_then_music,-5.0,codec_mp3,0.6661712015633433,1,1,0,FP,15-30,low,True,False,True,False,uncertain
val_c,MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_2662915.flac|data\raw\fake_music_generated\fake_music_MusicGen_0296.wav,mix,split_internal_mix,mix::bonafide::MusicGen,mix::LA_0094::fake_music_MusicGen_29,0,1,1,5.8256875,0.6985538601875305,0.6374143481226581,0.6802120065680688,-0.010962426662445068,simultaneous,15.0,codec_mp3,0.6661712015633433,1,1,0,FP,4-8,high,True,False,True,False,uncertain
val_c,MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_5520907.flac|data/raw/gtzan_unique_v2/disco.00059.wav,mix,split_internal_mix,mix::bonafide::GTZAN_genre_3,mix::LA_0086::gtzan_3_disco.00059,0,1,1,32.265625,0.6738544702529907,0.678468391965289,0.6752386467666802,-0.025001883506774902,crossfade,-15.0,codec_mp3,0.6661712015633433,1,1,0,FP,>30,low,True,False,True,False,uncertain
val_d,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_1272-141231-0001.flac|data\raw\fake_music_generated\fake_music_MusicGen_0012.wav,mix,split_internal_mix,mix::LibriSpeech::MusicGen,mix::1272::fake_music_MusicGen_1,0,1,1,9.93275,0.7369809746742249,0.8874406729966424,0.7821188841709501,0.05072009563446045,partial_overlap,-15.0,telephone,0.607568272044543,1,1,0,FP,8-15,low,False,True,True,True,confident
val_d,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_3000-15664-0029.flac|data\raw\fake_music_generated\fake_music_MusicGen_0130.wav,mix,split_internal_mix,mix::LibriSpeech::MusicGen,mix::3000::fake_music_MusicGen_13,0,1,1,11.1245,0.7444487810134888,0.8676010204264721,0.7813944528373837,0.06483042240142822,crossfade,-10.0,telephone,0.607568272044543,1,1,0,FP,8-15,low,False,True,True,False,confident
val_d,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_777-126732-0035.flac|data\raw\fake_music_generated\fake_music_MusicGen_0114.wav,mix,split_internal_mix,mix::LibriSpeech::MusicGen,mix::777::fake_music_MusicGen_11,0,1,1,5.6315625,0.6807599663734436,0.979738391143078,0.7704534938043339,-0.035396039485931396,simultaneous,5.0,telephone,0.607568272044543,1,1,0,FP,4-8,mid,False,True,True,False,confident
val_d,MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_6013298.flac|data\raw\fake_music_generated\fake_music_MusicGen_0202.wav,mix,split_internal_mix,mix::bonafide::MusicGen,mix::LA_0086::fake_music_MusicGen_20,0,1,1,5.7250625,0.7369749546051025,0.7745811882365958,0.7482568246945505,0.06688517332077026,partial_overlap,-5.0,telephone,0.607568272044543,1,1,0,FP,4-8,low,False,True,True,True,moderate
val_d,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_1919-142785-0015.flac|data\raw\fake_music_generated\fake_music_MusicGen_0002.wav,mix,split_internal_mix,mix::LibriSpeech::MusicGen,mix::1919::fake_music_MusicGen_0,0,1,1,10.560875,0.7401118874549866,0.7631904489358193,0.7470354558992365,0.061004698276519775,voice_then_music,-15.0,telephone,0.607568272044543,1,1,0,FP,8-15,low,False,True,True,False,moderate
val_d,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_2035-147961-0009.flac|data\raw\fake_music_generated\fake_music_MusicGen_0040.wav,mix,split_internal_mix,mix::LibriSpeech::MusicGen,mix::2035::fake_music_MusicGen_4,0,1,1,9.0545625,0.715185284614563,0.7765813161540573,0.7336040940764113,0.02351534366607666,music_then_voice,-10.0,telephone,0.607568272044543,1,1,0,FP,8-15,low,False,True,True,False,moderate
val_d,MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_2662915.flac|data\raw\fake_music_generated\fake_music_MusicGen_0296.wav,mix,split_internal_mix,mix::bonafide::MusicGen,mix::LA_0094::fake_music_MusicGen_29,0,1,1,5.8256875,0.7058362364768982,0.6278872241522084,0.6824515327794912,-0.025793790817260742,simultaneous,15.0,telephone,0.607568272044543,1,1,0,FP,4-8,high,False,True,True,False,moderate
