split,path,voice_fake,voice_present,segment_count,segment_scores,segment_spread
val_a,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_1993-147149-0012.flac|data\raw\fake_music_generated\fake_music_MusicGen_0152.wav,0,1,2,"[0.7175441980361938, 0.7387990355491638]",0.02125483751296997
val_a,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_3170-137482-0001.flac|data/raw/gtzan_unique_v2/country.00040.wav,0,1,3,"[0.7462149262428284, 0.7461093664169312, 0.7236039638519287]",0.022610962390899658
val_a,MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_1600066.flac|data/raw/gtzan_unique_v2/disco.00066.wav,1,1,3,"[0.769730806350708, 0.7138479351997375, 0.736289381980896]",0.05588287115097046
val_a,data\raw\openslr_librispeech_asr\librispeech_dev_2035-147961-0009.flac,0,1,1,[0.7179548740386963],0.0
val_a,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_777-126732-0028.flac|data/raw/gtzan_unique_v2/reggae.00011.wav,0,1,3,"[0.7371675372123718, 0.6766515970230103, 0.6844983696937561]",0.06051594018936157
val_a,data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_5034418.flac,0,1,1,[0.6414836645126343],0.0
val_a,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ008-0315.wav|data/raw/gtzan_unique_v2/jazz.00012.wav,1,1,3,"[0.7783015966415405, 0.6740297675132751, 0.6754487752914429]",0.10427182912826538
val_a,data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0268_WF2_1.wav,1,1,2,"[0.7383855581283569, 0.7552533745765686]",0.01686781644821167
val_a,MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_2059429.flac|data/raw/gtzan_unique_v2/blues.00074.wav,1,1,3,"[0.6637206077575684, 0.6820966005325317, 0.6516168713569641]",0.030479729175567627
val_a,data\raw\openslr_librispeech_asr\librispeech_dev_2277-149897-0035.flac,0,1,1,[0.7098761796951294],0.0
val_a,data\raw\openslr_librispeech_asr\librispeech_dev_1272-128104-0000.flac,0,1,1,[0.7894690036773682],0.0
val_a,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0394.wav|data\raw\fake_music_generated\fake_music_MusicGen_0144.wav,1,1,2,"[0.7318835854530334, 0.734524667263031]",0.0026410818099975586
val_a,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_3170-137482-0040.flac|data\raw\fake_music_generated\fake_music_MusicGen_0040.wav,0,1,2,"[0.7030405402183533, 0.7650021910667419]",0.06196165084838867
val_a,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_2035-152373-0017.flac|data/raw/gtzan_unique_v2/hiphop.00001.wav,0,1,3,"[0.6974080801010132, 0.6928331851959229, 0.7109473347663879]",0.018114149570465088
val_a,data\raw\openslr_librispeech_asr\librispeech_dev_6241-61943-0002.flac,0,1,1,[0.6467392444610596],0.0
val_a,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_2035-152373-0013.flac|data\raw\fake_music_generated\fake_music_MusicGen_0252.wav,0,1,3,"[0.6563625931739807, 0.7363110780715942, 0.7587648034095764]",0.1024022102355957
val_a,MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_1229215.flac|data/raw/gtzan_unique_v2/hiphop.00001.wav,1,1,3,"[0.7065452933311462, 0.7094524502754211, 0.698553740978241]",0.010898709297180176
val_a,data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ009-0269_WF2_1.wav,1,1,1,[0.7804073691368103],0.0
val_a,data\raw\openslr_librispeech_asr\librispeech_dev_777-126732-0038.flac,0,1,1,[0.680515468120575],0.0
val_a,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ043-0048.wav|data\raw\fake_music_generated\fake_music_MusicGen_0156.wav,1,1,2,"[0.7527377009391785, 0.7300784587860107]",0.022659242153167725
val_a,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_2277-149897-0035.flac|data\raw\fake_music_generated\fake_music_MusicGen_0090.wav,0,1,2,"[0.7116273641586304, 0.677099347114563]",0.03452801704406738
val_a,data\raw\openslr_librispeech_asr\librispeech_dev_2277-149874-0000.flac,0,1,2,"[0.7386006116867065, 0.7407183051109314]",0.0021176934242248535
val_a,data/raw/gtzan_unique_v2/jazz.00041.wav,0,0,3,"[0.7041248083114624, 0.6963992714881897, 0.6858492493629456]",0.018275558948516846
val_a,MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_5520907.flac|data/raw/gtzan_unique_v2/disco.00059.wav,0,1,3,"[0.6949125528335571, 0.6974696516990662, 0.6964865326881409]",0.002557098865509033
val_a,data/raw/gtzan_unique_v2/classical.00024.wav,0,0,3,"[0.6670850515365601, 0.6679283380508423, 0.674583375453949]",0.007498323917388916
val_a,MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_3132363.flac|data\raw\fake_music_generated\fake_music_MusicGen_0124.wav,1,1,2,"[0.7319027781486511, 0.7042271494865417]",0.027675628662109375
val_a,data/raw/gtzan_unique_v2/disco.00058.wav,0,0,3,"[0.700386643409729, 0.6716172695159912, 0.6943700313568115]",0.028769373893737793
val_a,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ048-0137.wav|data/raw/gtzan_unique_v2/jazz.00008.wav,1,1,3,"[0.8118807077407837, 0.6550248265266418, 0.6612231135368347]",0.15685588121414185
val_a,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ048-0156.wav|data\raw\fake_music_generated\fake_music_MusicGen_0220.wav,1,1,1,[0.7460909485816956],0.0
val_a,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_1919-142785-0044.flac|data\raw\fake_music_generated\fake_music_MusicGen_0040.wav,0,1,2,"[0.7115506529808044, 0.7532318830490112]",0.04168123006820679
val_a,MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_9012332.flac|data\raw\fake_music_generated\fake_music_MusicGen_0170.wav,1,1,1,[0.7182577848434448],0.0
val_a,MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_5405802.flac|data/raw/gtzan_unique_v2/disco.00058.wav,1,1,3,"[0.6966934204101562, 0.674407958984375, 0.6741148233413696]",0.02257859706878662
val_a,data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0361.wav,0,1,2,"[0.7964587807655334, 0.7556927800178528]",0.040766000747680664
val_a,data\raw\fake_music_generated\fake_music_MusicGen_0012.wav,0,0,1,[0.7258977890014648],0.0
val_a,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_6295-244435-0026.flac|data/raw/gtzan_unique_v2/hiphop.00056.wav,0,1,3,"[0.7377623319625854, 0.6910672187805176, 0.7014029622077942]",0.04669511318206787
val_a,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_3000-15664-0019.flac|data/raw/gtzan_unique_v2/rock.00041.wav,0,1,3,"[0.6511009931564331, 0.6427250504493713, 0.7282344102859497]",0.08550935983657837
val_a,MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_5305063.flac|data\raw\fake_music_generated\fake_music_MusicGen_0220.wav,1,1,1,[0.7376483678817749],0.0
val_a,data\raw\openslr_librispeech_asr\librispeech_dev_2035-152373-0011.flac,0,1,2,"[0.7623889446258545, 0.7880944609642029]",0.02570551633834839
val_a,MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_7070941.flac|data\raw\fake_music_generated\fake_music_MusicGen_0212.wav,1,1,1,[0.6173664331436157],0.0
val_a,data\raw\openslr_librispeech_asr\librispeech_dev_3170-137482-0033.flac,0,1,1,[0.6831128001213074],0.0
val_a,data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_3029173.flac,1,1,1,[0.7907841205596924],0.0
val_a,data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ043-0071.wav,1,1,1,[0.760093092918396],0.0
val_a,data\raw\openslr_librispeech_asr\librispeech_dev_6295-64301-0026.flac,0,1,2,"[0.7779423594474792, 0.7577530145645142]",0.020189344882965088
val_a,data/raw/gtzan_unique_v2/classical.00089.wav,0,0,3,"[0.6423101425170898, 0.6295023560523987, 0.6487268805503845]",0.01922452449798584
val_a,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_2035-147961-0009.flac|data\raw\fake_music_generated\fake_music_MusicGen_0040.wav,0,1,2,"[0.7481114864349365, 0.7622739672660828]",0.01416248083114624
val_a,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_2277-149897-0010.flac|data/raw/gtzan_unique_v2/reggae.00011.wav,0,1,3,"[0.722428560256958, 0.691806435585022, 0.6827437877655029]",0.03968477249145508
val_a,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_1919-142785-0015.flac|data\raw\fake_music_generated\fake_music_MusicGen_0002.wav,0,1,2,"[0.729910671710968, 0.7290000319480896]",0.000910639762878418
val_a,data/raw/gtzan_unique_v2/jazz.00089.wav,0,0,3,"[0.6550469994544983, 0.656999945640564, 0.674177348613739]",0.019130349159240723
val_a,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0370.wav|data/raw/gtzan_unique_v2/jazz.00011.wav,1,1,3,"[0.8027093410491943, 0.6544479727745056, 0.6418941617012024]",0.16081517934799194
val_a,data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_3147515.flac,1,1,1,[0.7363543510437012],0.0
val_a,data\raw\fake_music_generated\fake_music_MusicGen_0220.wav,0,0,1,[0.7347062230110168],0.0
val_a,data/raw/gtzan_unique_v2/jazz.00012.wav,0,0,3,"[0.6658088564872742, 0.6704772114753723, 0.6673566102981567]",0.0046683549880981445
val_a,data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_6992206.flac,1,1,1,[0.7242283821105957],0.0
val_a,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ048-0137.wav|data/raw/gtzan_unique_v2/classical.00031.wav,1,1,3,"[0.6859592199325562, 0.6643320918083191, 0.6543964147567749]",0.03156280517578125
val_a,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_6241-61946-0011.flac|data\raw\fake_music_generated\fake_music_MusicGen_0144.wav,0,1,2,"[0.7368561625480652, 0.7522360682487488]",0.015379905700683594
val_a,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_2277-149896-0028.flac|data/raw/gtzan_unique_v2/rock.00042.wav,0,1,3,"[0.6685134172439575, 0.6682500243186951, 0.6569864749908447]",0.011526942253112793
val_a,data\raw\fake_music_generated\fake_music_MusicGen_0152.wav,0,0,1,[0.7354568839073181],0.0
val_a,data\raw\fake_music_generated\fake_music_MusicGen_0174.wav,0,0,1,[0.7390713095664978],0.0
val_a,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_777-126732-0005.flac|data/raw/gtzan_unique_v2/country.00023.wav,0,1,3,"[0.6689910888671875, 0.6837644577026367, 0.6894868612289429]",0.02049577236175537
val_a,data\raw\fake_music_generated\fake_music_MusicGen_0002.wav,0,0,1,[0.7267391085624695],0.0
val_a,data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0370.wav,1,1,1,[0.8048664331436157],0.0
val_a,data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ050-0244.wav,1,1,1,[0.7902364730834961],0.0
val_a,data\raw\fake_music_generated\fake_music_MusicGen_0064.wav,0,0,1,[0.7317602038383484],0.0
val_a,MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_6193190.flac|data/raw/gtzan_unique_v2/reggae.00036.wav,1,1,3,"[0.6673278212547302, 0.6682079434394836, 0.7092244625091553]",0.04189664125442505
val_a,data\raw\fake_music_generated\fake_music_MusicGen_0156.wav,0,0,1,[0.7269733548164368],0.0
val_a,MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_2572311.flac|data/raw/gtzan_unique_v2/pop.00018.wav,0,1,3,"[0.7193747758865356, 0.688947856426239, 0.6889663338661194]",0.03042691946029663
val_a,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ050-0244.wav|data\raw\fake_music_generated\fake_music_MusicGen_0252.wav,1,1,1,[0.7408403754234314],0.0
val_a,MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_2960848.flac|data/raw/gtzan_unique_v2/reggae.00021.wav,1,1,3,"[0.6576454043388367, 0.6583986878395081, 0.6609480977058411]",0.0033026933670043945
val_a,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ008-0140.wav|data\raw\fake_music_generated\fake_music_MusicGen_0212.wav,1,1,2,"[0.7998954653739929, 0.7680703401565552]",0.031825125217437744
val_a,MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_8727197.flac|data/raw/gtzan_unique_v2/country.00061.wav,1,1,3,"[0.6706749796867371, 0.6873297691345215, 0.6920892000198364]",0.021414220333099365
val_a,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ020-0094.wav|data\raw\fake_music_generated\fake_music_MusicGen_0156.wav,0,1,2,"[0.7600415349006653, 0.7458489537239075]",0.014192581176757812
val_a,MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_8813506.flac|data\raw\fake_music_generated\fake_music_MusicGen_0002.wav,1,1,2,"[0.7849172949790955, 0.7035810351371765]",0.08133625984191895
val_a,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ017-0005.wav|data/raw/gtzan_unique_v2/jazz.00034.wav,1,1,3,"[0.7697029709815979, 0.7153894305229187, 0.7131566405296326]",0.05654633045196533
val_a,data/raw/gtzan_unique_v2/hiphop.00056.wav,0,0,3,"[0.6784295439720154, 0.679931104183197, 0.6795576810836792]",0.0015015602111816406
val_a,data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_8707664.flac,1,1,1,[0.7613484263420105],0.0
val_a,MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_9850135.flac|data/raw/gtzan_unique_v2/country.00076.wav,1,1,3,"[0.7005432844161987, 0.6966366171836853, 0.7999370694160461]",0.10330045223236084
val_a,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0394.wav|data\raw\fake_music_generated\fake_music_MusicGen_0156.wav,1,1,1,[0.7313911318778992],0.0
val_a,data\raw\fake_music_generated\fake_music_MusicGen_0114.wav,0,0,1,[0.7377352714538574],0.0
val_a,data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ008-0280.wav,1,1,2,"[0.7896465063095093, 0.782850444316864]",0.006796061992645264
val_a,data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_1345489.flac,1,1,1,[0.6943779587745667],0.0
val_a,data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ050-0275.wav,1,1,2,"[0.8059698939323425, 0.8012188673019409]",0.004751026630401611
val_a,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_1993-147149-0012.flac|data\raw\fake_music_generated\fake_music_MusicGen_0252.wav,0,1,2,"[0.7465656399726868, 0.7203840613365173]",0.026181578636169434
val_a,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_6295-244435-0030.flac|data/raw/gtzan_unique_v2/blues.00007.wav,0,1,3,"[0.7024263739585876, 0.7050666213035583, 0.7015880942344666]",0.003478527069091797
val_a,data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_2415895.flac,1,1,1,[0.6977378726005554],0.0
val_a,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_777-126732-0038.flac|data/raw/gtzan_unique_v2/country.00040.wav,0,1,3,"[0.6852944493293762, 0.7064073085784912, 0.7069917321205139]",0.021697282791137695
val_a,data/raw/gtzan_unique_v2/jazz.00083.wav,0,0,3,"[0.6608512997627258, 0.6544445753097534, 0.670002281665802]",0.015557706356048584
val_a,MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_2248914.flac|data\raw\fake_music_generated\fake_music_MusicGen_0174.wav,1,1,1,[0.7405188679695129],0.0
val_a,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ008-0315.wav|data/raw/gtzan_unique_v2/pop.00085.wav,1,1,3,"[0.7032297253608704, 0.672452986240387, 0.7015419602394104]",0.0307767391204834
val_a,data\raw\openslr_librispeech_asr\librispeech_dev_6241-61943-0000.flac,0,1,1,[0.72012859582901],0.0
val_a,data\raw\fake_music_generated\fake_music_MusicGen_0202.wav,0,0,1,[0.7275729775428772],0.0
val_a,data\raw\fake_music_generated\fake_music_MusicGen_0144.wav,0,0,1,[0.735801100730896],0.0
val_a,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_3000-15664-0029.flac|data\raw\fake_music_generated\fake_music_MusicGen_0130.wav,0,1,2,"[0.7414436340332031, 0.742896318435669]",0.0014526844024658203
val_a,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_1272-141231-0001.flac|data\raw\fake_music_generated\fake_music_MusicGen_0012.wav,0,1,2,"[0.7319429516792297, 0.7261245846748352]",0.005818367004394531
val_a,MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_7333217.flac|data\raw\fake_music_generated\fake_music_MusicGen_0066.wav,1,1,1,[0.7158435583114624],0.0
val_a,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ050-0244.wav|data/raw/gtzan_unique_v2/blues.00092.wav,1,1,3,"[0.6359530091285706, 0.6261451244354248, 0.7943459749221802]",0.16820085048675537
val_a,data\raw\fake_music_generated\fake_music_MusicGen_0086.wav,0,0,1,[0.7442546486854553],0.0
val_a,data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_8856985.flac,1,1,1,[0.6991307139396667],0.0
val_a,data/raw/gtzan_unique_v2/disco.00023.wav,0,0,3,"[0.7050392031669617, 0.7173318862915039, 0.7301651835441589]",0.025125980377197266
val_a,MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_9850135.flac|data\raw\fake_music_generated\fake_music_MusicGen_0040.wav,1,1,2,"[0.7773721218109131, 0.7438755035400391]",0.03349661827087402
val_a,data\raw\openslr_librispeech_asr\librispeech_dev_1919-142785-0026.flac,0,1,1,[0.7320155501365662],0.0
val_a,data/raw/gtzan_unique_v2/classical.00073.wav,0,0,3,"[0.629463791847229, 0.6524652242660522, 0.6183348894119263]",0.03413033485412598
val_b,data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_6013298.flac,0,1,1,[0.6684085130691528],0.0
val_b,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_6295-244435-0030.flac|data\raw\fake_music_generated\fake_music_AudioLDM2_0255.wav,0,1,2,"[0.7298159599304199, 0.7225776314735413]",0.007238328456878662
val_b,data\raw\fake_music_generated\fake_music_MusicGen_0208.wav,0,0,1,[0.7414830923080444],0.0
val_b,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0381.wav|data/raw/gtzan_unique_v2/blues.00055.wav,1,1,3,"[0.7062100172042847, 0.6995927095413208, 0.6976006627082825]",0.008609354496002197
val_b,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ048-0129.wav|data/raw/gtzan_unique_v2/metal.00004.wav,1,1,3,"[0.6836016774177551, 0.6837940812110901, 0.6843643188476562]",0.000762641429901123
val_b,data\raw\openslr_librispeech_asr\librispeech_dev_1919-142785-0028.flac,0,1,1,[0.7477744221687317],0.0
val_b,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ027-0131.wav|data/raw/gtzan_unique_v2/rock.00097.wav,1,1,3,"[0.7901804447174072, 0.6462488770484924, 0.6462175846099854]",0.14396286010742188
val_b,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_777-126732-0038.flac|data\raw\fake_music_generated\fake_music_AudioLDM2_0187.wav,0,1,1,[0.6954321265220642],0.0
val_b,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0394_WF7_1.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0099.wav,1,1,2,"[0.744091808795929, 0.7730576395988464]",0.02896583080291748
val_b,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_777-126732-0049.flac|data/raw/gtzan_unique_v2/disco.00023.wav,0,1,3,"[0.6782809495925903, 0.6702689528465271, 0.6856368780136108]",0.01536792516708374
val_b,data\raw\openslr_librispeech_asr\librispeech_dev_6241-61946-0011.flac,0,1,2,"[0.7264693379402161, 0.767741858959198]",0.041272521018981934
val_b,data\raw\fake_music_generated\fake_music_AudioLDM2_0209.wav,0,0,1,[0.7385679483413696],0.0
val_b,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_6295-244435-0026.flac|data/raw/gtzan_unique_v2/rock.00097.wav,0,1,3,"[0.7174758911132812, 0.7452782392501831, 0.7493659853935242]",0.03189009428024292
val_b,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_777-126732-0038.flac|data\raw\fake_music_generated\fake_music_AudioLDM2_0119.wav,0,1,1,[0.7133857011795044],0.0
val_b,data\raw\fake_music_generated\fake_music_AudioLDM2_0111.wav,0,0,1,[0.7318199276924133],0.0
val_b,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ008-0253.wav|data/raw/gtzan_unique_v2/rock.00042.wav,1,1,3,"[0.7481247782707214, 0.6640372276306152, 0.6466398239135742]",0.10148495435714722
val_b,MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_1345489.flac|data/raw/gtzan_unique_v2/jazz.00008.wav,1,1,3,"[0.6999078989028931, 0.6223326921463013, 0.6268699765205383]",0.0775752067565918
val_b,data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ028-0437.wav,1,1,2,"[0.7900948524475098, 0.7778728604316711]",0.012221992015838623
val_b,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ008-0148.wav|data/raw/gtzan_unique_v2/rock.00097.wav,1,1,3,"[0.6458182334899902, 0.6612464189529419, 0.6606188416481018]",0.01542818546295166
val_b,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_1272-135031-0015.flac|data\raw\fake_music_generated\fake_music_AudioLDM2_0121.wav,0,1,2,"[0.7237119078636169, 0.737713098526001]",0.014001190662384033
val_b,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_6241-61946-0011.flac|data\raw\fake_music_generated\fake_music_AudioLDM2_0253.wav,0,1,2,"[0.7136805057525635, 0.7376881241798401]",0.02400761842727661
val_b,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_6295-244435-0030.flac|data/raw/gtzan_unique_v2/disco.00029.wav,0,1,3,"[0.7142350673675537, 0.6962137222290039, 0.7098883986473083]",0.018021345138549805
val_b,data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ048-0182.wav,1,1,1,[0.7912697196006775],0.0
