split,calibration_fold,source,generator,is_mixed,y_file_fake,y_voice_fake,y_music_fake,y_voice_present,y_music_present,df,df_primary,df_second,df_has_second,df_used,duration_sec,vf,mf,vfile,mfile,vp_model,mp_model,vp_panns,mp_panns
codec_resample12_q12,codec_resample12_q12,librispeech_dev,LibriSpeech,False,0.0,0.0,0.0,1.0,0.0,0.029793160031000195,0.032615375439035296,0.026970944622965096,True,True,18.86,0.7156180143356323,0.5344156622886658,0.7183607816696167,0.5440858006477356,0.9083198308944702,0.14054033160209656,0.8352831602096558,0.01942306198179722
codec_resample12_q12,codec_resample12_q12,asvspoof2019,A01,False,1.0,1.0,0.0,1.0,0.0,0.9997532111211024,0.9997532111211024,,False,True,4.818,0.7927895784378052,0.3909611701965332,0.7961454391479492,0.3911980986595154,0.9674491286277771,0.04691021516919136,0.7364112734794617,0.03333533555269241
codec_resample12_q12,codec_resample12_q12,librispeech_dev,LibriSpeech,False,0.0,0.0,0.0,1.0,0.0,0.08783514009303983,0.08783514009303983,,False,True,2.54,0.6477351784706116,0.21294590830802917,0.6724533438682556,0.19757243990898132,0.9630164504051208,0.12346681207418442,0.8305516242980957,0.02782600373029709
codec_resample12_q12,codec_resample12_q12,librispeech_dev,LibriSpeech,False,0.0,0.0,0.0,1.0,0.0,0.046911211585824175,0.05648507810850552,0.037337345063142825,True,True,15.835,0.6953063607215881,0.582172155380249,0.7007302641868591,0.5904672145843506,0.9141305685043335,0.1901451051235199,0.8047659397125244,0.015445411205291748
codec_resample12_q12,codec_resample12_q12,fake_music_generated,MusicGen,False,1.0,0.0,1.0,0.0,1.0,0.8843624058302029,0.8843624058302029,,False,True,5.12375,0.7325765490531921,0.9996742010116577,0.7195245027542114,0.999650239944458,0.5323168635368347,0.9997710585594177,0.013638265430927277,0.013910382986068726
codec_resample12_q12,codec_resample12_q12,gtzan_real_v2,GTZAN_genre_2,False,0.0,0.0,0.0,0.0,1.0,0.564357534200149,0.5132288431866533,0.6154862252136448,True,True,30.013375,0.6874743103981018,1.844062680333991e-08,0.6697746515274048,1.7178301447984268e-08,0.4668861925601959,1.0,0.01794547401368618,0.8296777606010437
codec_resample12_q12,codec_resample12_q12,fake_music_generated,MusicGen,False,1.0,0.0,1.0,0.0,1.0,0.890181905985044,0.890181905985044,,False,True,5.2974375,0.7336542010307312,0.9999346733093262,0.7213636040687561,0.9999277591705322,0.5460024476051331,0.9999738931655884,0.015435583889484406,0.033903103321790695
codec_resample12_q12,codec_resample12_q12,librispeech_dev,LibriSpeech,False,0.0,0.0,0.0,1.0,0.0,0.0923821952624195,0.0923821952624195,,False,True,6.88,0.7394763827323914,0.14329692721366882,0.7483825087547302,0.14164988696575165,0.9722297191619873,0.4463408291339874,0.7389923930168152,0.013904981315135956
codec_resample12_q12,codec_resample12_q12,librispeech_dev,LibriSpeech,False,0.0,0.0,0.0,1.0,0.0,0.02787866701505639,0.02136232982648054,0.03439500420363224,True,True,9.18,0.712498664855957,0.22916017472743988,0.7202897667884827,0.22231531143188477,0.9799947142601013,0.25445929169654846,0.8232719898223877,0.02551119215786457
codec_resample12_q12,codec_resample12_q12,gtzan_real_v2,GTZAN_genre_2,False,0.0,0.0,0.0,0.0,1.0,0.13199820984774027,0.13992056804494313,0.1240758516505374,True,True,30.013375,0.6779937744140625,1.7885866327560507e-05,0.6622778177261353,1.729516952764243e-05,0.4705096483230591,0.9999778866767883,0.016606753692030907,0.884083092212677
codec_resample12_q12,codec_resample12_q12,fake_music_generated,MusicGen,False,1.0,0.0,1.0,0.0,1.0,0.8892915418796495,0.8892915418796495,,False,True,4.4595,0.7231016755104065,0.9998502731323242,0.7100979685783386,0.9998362064361572,0.549968421459198,0.9999319314956665,0.015053979121148586,0.02558586746454239
codec_resample12_q12,codec_resample12_q12,librispeech_dev,LibriSpeech,False,0.0,0.0,0.0,1.0,0.0,0.016740943229339597,0.016740943229339597,,False,True,2.6,0.6813625693321228,0.4821167588233948,0.6987737417221069,0.4791519045829773,0.9769017100334167,0.09919752925634384,0.8130757212638855,0.04043316841125488
codec_resample12_q12,codec_resample12_q12,gtzan_real_v2,GTZAN_genre_9,False,0.0,0.0,0.0,0.0,1.0,0.7396867712800201,0.8028807951183007,0.6764927474417397,True,True,30.0,0.6719552278518677,1.1383057199054747e-06,0.6543937921524048,1.0717826626205351e-06,0.46002665162086487,0.9999979138374329,0.026835480704903603,0.82867032289505
codec_resample12_q12,codec_resample12_q12,gtzan_real_v2,GTZAN_genre_6,False,0.0,0.0,0.0,0.0,1.0,0.4114830012582742,0.40845010363556417,0.41451589888098417,True,True,30.0001875,0.7290900945663452,6.966350611037342e-06,0.6999353170394897,6.5786371123977005e-06,0.3426031172275543,0.9999869465827942,0.06459471583366394,0.8514226078987122
codec_resample12_q12,codec_resample12_q12,librispeech_dev,LibriSpeech,False,0.0,0.0,0.0,1.0,0.0,0.009250897830125865,0.009295211898071929,0.0092065837621798,True,True,12.94,0.7566545009613037,0.5263760089874268,0.76239013671875,0.530807375907898,0.9747283458709717,0.1949140727519989,0.7840665578842163,0.022223446518182755
codec_resample12_q12,codec_resample12_q12,librispeech_dev,LibriSpeech,False,0.0,0.0,0.0,1.0,0.0,0.01817977428613647,0.01817977428613647,,False,True,4.415,0.7477676272392273,0.6233982443809509,0.7529680728912354,0.6348971724510193,0.961310863494873,0.1720314472913742,0.761399507522583,0.04290199279785156
codec_resample12_q12,codec_resample12_q12,librispeech_dev,LibriSpeech,False,0.0,0.0,0.0,1.0,0.0,0.015375673772454178,0.015375673772454178,,False,True,3.9,0.7181606888771057,0.42754045128822327,0.7288953065872192,0.4276362359523773,0.9696773290634155,0.0981755182147026,0.8847355842590332,0.017135944217443466
codec_resample12_q12,codec_resample12_q12,wavefake_ajay,WF1,False,1.0,1.0,0.0,1.0,0.0,0.9990571160151889,0.999260954228366,0.9988532778020118,True,True,7.186625,0.7901186347007751,0.5285075306892395,0.7934508323669434,0.5435241460800171,0.977415144443512,0.1061190813779831,0.7714877128601074,0.046205248683691025
codec_resample12_q12,codec_resample12_q12,asvspoof2019,A01,False,1.0,1.0,0.0,1.0,0.0,0.9997257936687594,0.9997257936687594,,False,True,3.3994375,0.7514672875404358,0.40934622287750244,0.7627115249633789,0.40640929341316223,0.9794062972068787,0.0316532664000988,0.7877156734466553,0.012580957263708115
codec_resample12_q12,codec_resample12_q12,wavefake_ajay,WF4,False,1.0,1.0,0.0,1.0,0.0,0.9996942914755137,0.9996942914755137,,False,True,6.699,0.7700719833374023,0.5665428638458252,0.7734423279762268,0.5813761353492737,0.9674829244613647,0.1294592320919037,0.8037918210029602,0.04056374728679657
codec_resample12_q12,codec_resample12_q12,gtzan_real_v2,GTZAN_genre_1,False,0.0,0.0,0.0,0.0,1.0,0.15895926473664562,0.16278151330656468,0.1551370161667266,True,True,30.013375,0.6365857124328613,6.043180292181205e-06,0.6407517194747925,5.6642193158040754e-06,0.7121810913085938,0.9999788403511047,0.01885046251118183,0.7740381360054016
codec_resample12_q12,codec_resample12_q12,wavefake_ajay,R,False,0.0,0.0,0.0,1.0,0.0,0.316368849742532,0.5124712716743991,0.12026642781066485,True,True,9.9685,0.765021800994873,0.47551801800727844,0.771967351436615,0.4829207956790924,0.9806233048439026,0.12768562138080597,0.7997463941574097,0.034074485301971436
codec_resample12_q12,codec_resample12_q12,librispeech_dev,LibriSpeech,False,0.0,0.0,0.0,1.0,0.0,0.05052681922564765,0.05052681922564765,,False,True,5.015,0.7845848202705383,0.20986084640026093,0.7876737713813782,0.20651090145111084,0.9729627966880798,0.21978624165058136,0.8098145127296448,0.02147243171930313
codec_resample12_q12,codec_resample12_q12,librispeech_dev,LibriSpeech,False,0.0,0.0,0.0,1.0,0.0,0.014324562963390311,0.014324562963390311,,False,True,3.34,0.6901789307594299,0.09574846178293228,0.7063868641853333,0.08922681957483292,0.9560390710830688,0.2664213478565216,0.768218457698822,0.017651788890361786
codec_resample12_q12,codec_resample12_q12,librispeech_dev,LibriSpeech,False,0.0,0.0,0.0,1.0,0.0,0.04044735696297558,0.04044735696297558,,False,True,5.73,0.7377343773841858,0.2391580194234848,0.7477302551269531,0.23283889889717102,0.9691063761711121,0.18398170173168182,0.8018916845321655,0.019633762538433075
codec_resample12_q12,codec_resample12_q12,wavefake_ajay,WF6,False,1.0,1.0,0.0,1.0,0.0,0.9895124069821857,0.9895124069821857,,False,True,2.7631875,0.7122961282730103,0.44747021794319153,0.7220619320869446,0.44483137130737305,0.9798847436904907,0.07787548750638962,0.8883761167526245,0.02307022362947464
codec_resample12_q12,codec_resample12_q12,asvspoof2019,A01,False,1.0,1.0,0.0,1.0,0.0,0.9997409522401132,0.9997409522401132,,False,True,2.6111875,0.7251263856887817,0.45057883858680725,0.7384980320930481,0.44582757353782654,0.988976001739502,0.028927776962518692,0.8003569841384888,0.0400690883398056
codec_resample12_q12,codec_resample12_q12,gtzan_real_v2,GTZAN_genre_0,False,0.0,0.0,0.0,0.0,1.0,0.2199301804530478,0.2646106314748766,0.17524972943121894,True,True,30.013375,0.6278791427612305,7.276934047695249e-05,0.6415331363677979,6.862246664240956e-05,0.7709458470344543,0.9998179078102112,0.050985660403966904,0.6247915625572205
codec_resample12_q12,codec_resample12_q12,gtzan_real_v2,GTZAN_genre_0,False,0.0,0.0,0.0,0.0,1.0,0.32376432593921695,0.2932575648873907,0.3542710869910432,True,True,30.013375,0.6569024920463562,1.00841293715348e-06,0.6489748954772949,9.610248525859788e-07,0.521381139755249,0.9999982714653015,0.017555581405758858,0.9117843508720398
codec_resample12_q12,codec_resample12_q12,gtzan_real_v2,GTZAN_genre_9,False,0.0,0.0,0.0,0.0,1.0,0.15456585059082842,0.1672430566490962,0.14188864453256064,True,True,30.013375,0.7270944118499756,1.758661483108881e-07,0.6993726491928101,1.6567014426982496e-07,0.3447883129119873,0.9999997019767761,0.026202360168099403,0.8787164688110352
codec_resample12_q12,codec_resample12_q12,librispeech_dev,LibriSpeech,False,0.0,0.0,0.0,1.0,0.0,0.020169498477703003,0.030408048779722655,0.009930948175683355,True,True,15.545,0.7031832933425903,0.23148533701896667,0.7162355780601501,0.22334250807762146,0.9527472257614136,0.20324577391147614,0.7774964570999146,0.0186423659324646
codec_resample12_q12,codec_resample12_q12,gtzan_real_v2,GTZAN_genre_1,False,0.0,0.0,0.0,0.0,1.0,0.26176118034614326,0.2749850688697515,0.2485372918225351,True,True,30.013375,0.6561529040336609,2.33244080050099e-07,0.6452977657318115,2.232971496596292e-07,0.55921870470047,0.9999997615814209,0.021520601585507393,0.7329115867614746
codec_resample12_q12,codec_resample12_q12,librispeech_dev,LibriSpeech,False,0.0,0.0,0.0,1.0,0.0,0.023338583404065104,0.023546872409873285,0.023130294398256923,True,True,7.3,0.7319778800010681,0.6093109250068665,0.7327833771705627,0.6236909031867981,0.9222050905227661,0.14534172415733337,0.7830870747566223,0.026907380670309067
codec_resample12_q12,codec_resample12_q12,split_internal_mix,mix::A02::GTZAN_genre_4,True,1.0,1.0,0.0,1.0,1.0,0.0984565549226264,0.11566664240407955,0.08124646744117325,True,True,30.675,0.664911150932312,0.00015176732267718762,0.6536563038825989,0.00014682897017337382,0.5109692215919495,0.9994551539421082,0.09848785400390625,0.8173041939735413
codec_resample12_q12,codec_resample12_q12,gtzan_real_v2,GTZAN_genre_9,False,0.0,0.0,0.0,0.0,1.0,0.4406554060220278,0.5238650944259944,0.35744571761806115,True,True,30.013375,0.6934842467308044,9.43443737924099e-05,0.672356128692627,9.107062214752659e-05,0.42010965943336487,0.9998076558113098,0.022393301129341125,0.8218288421630859
codec_resample12_q12,codec_resample12_q12,split_internal_mix,mix::LibriSpeech::GTZAN_genre_9,True,0.0,0.0,0.0,1.0,1.0,0.0488527728644306,0.058051306286658666,0.03965423944220253,True,True,39.183375,0.6767771244049072,0.268431693315506,0.6773178577423096,0.2743847966194153,0.6518270373344421,0.7021061778068542,0.2772236466407776,0.604884147644043
codec_resample12_q12,codec_resample12_q12,gtzan_real_v2,GTZAN_genre_8,False,0.0,0.0,0.0,0.0,1.0,0.6639686384014424,0.5506993391834006,0.7772379376194841,True,True,30.0001875,0.6862986087799072,8.469015301670879e-05,0.6806560754776001,8.149187488015741e-05,0.5772675275802612,0.9997813105583191,0.02462284453213215,0.8322075009346008
codec_resample12_q12,codec_resample12_q12,librispeech_dev,LibriSpeech,False,0.0,0.0,0.0,1.0,0.0,0.024529262387381966,0.024529262387381966,,False,True,6.015,0.7575199604034424,0.6148695945739746,0.7587546706199646,0.6181367635726929,0.9560235142707825,0.1737588495016098,0.7261970043182373,0.021937528625130653
codec_resample12_q12,codec_resample12_q12,gtzan_real_v2,GTZAN_genre_5,False,0.0,0.0,0.0,0.0,1.0,0.4736705504854096,0.28550494340784605,0.6618361575629732,True,True,30.013375,0.7093759179115295,6.30379217909649e-05,0.6846086978912354,6.189553096191958e-05,0.3806345760822296,0.9999732971191406,0.018486924469470978,0.7053341865539551
codec_resample12_q12,codec_resample12_q12,fake_music_generated,MusicGen,False,1.0,0.0,1.0,0.0,1.0,0.7445683885023424,0.7445683885023424,,False,True,4.8913125,0.7325754165649414,0.9998424053192139,0.7199811935424805,0.999828577041626,0.5593973994255066,0.9999194145202637,0.014694602228701115,0.04801519960165024
codec_resample12_q12,codec_resample12_q12,librispeech_dev,LibriSpeech,False,0.0,0.0,0.0,1.0,0.0,0.024171991921179702,0.024171991921179702,,False,True,5.28,0.7198007106781006,0.5853621363639832,0.7268098592758179,0.5872779488563538,0.9805044531822205,0.26605117321014404,0.7517402172088623,0.01961512118577957
codec_resample12_q12,codec_resample12_q12,asvspoof2019,A02,False,1.0,1.0,0.0,1.0,0.0,0.999404684583548,0.999404684583548,,False,True,4.53225,0.7267475128173828,0.4800559878349304,0.7344720363616943,0.4864708483219147,0.9611415266990662,0.04835920408368111,0.7233392000198364,0.01758248545229435
codec_resample12_q12,codec_resample12_q12,librispeech_dev,LibriSpeech,False,0.0,0.0,0.0,1.0,0.0,0.016502588294676643,0.012839952122469704,0.02016522446688358,True,True,13.4,0.7128720879554749,0.1250426322221756,0.7228603363037109,0.12005527317523956,0.9414970874786377,0.3209841847419739,0.7890270352363586,0.017198782414197922
codec_resample12_q12,codec_resample12_q12,asvspoof2019,A02,False,1.0,1.0,0.0,1.0,0.0,0.9993715968564435,0.9993715968564435,,False,True,3.8805,0.722865641117096,0.45517197251319885,0.7302347421646118,0.4587552547454834,0.9626297950744629,0.03916991874575615,0.7764104604721069,0.011529269628226757
codec_resample12_q12,codec_resample12_q12,librispeech_dev,LibriSpeech,False,0.0,0.0,0.0,1.0,0.0,0.026050671886831835,0.026050671886831835,,False,True,2.4449375,0.6508387923240662,0.3085344433784485,0.665696382522583,0.2938278317451477,0.9384497404098511,0.10898231714963913,0.8983218669891357,0.03339473530650139
codec_resample12_q12,codec_resample12_q12,wavefake_ajay,WF2,False,1.0,1.0,0.0,1.0,0.0,0.9980472736204832,0.9976009741306177,0.9984935731103487,True,True,9.41575,0.7658299207687378,0.5811890363693237,0.7708673477172852,0.5948905944824219,0.9709447622299194,0.09877068549394608,0.8172155022621155,0.042893629521131516
codec_resample12_q12,codec_resample12_q12,librispeech_dev,LibriSpeech,False,0.0,0.0,0.0,1.0,0.0,0.015732533185661125,0.015732533185661125,,False,True,6.4,0.7316408753395081,0.20365194976329803,0.739055335521698,0.19748856127262115,0.9419735670089722,0.17700427770614624,0.7497796416282654,0.02287064678966999
codec_resample12_q12,codec_resample12_q12,gtzan_real_v2,GTZAN_genre_7,False,0.0,0.0,0.0,0.0,1.0,0.7195933438490847,0.8619913119009909,0.5771953757971785,True,True,30.0001875,0.7013834714889526,0.0001401347981300205,0.6820900440216064,0.00013432445120997727,0.48496213555336,0.9992402195930481,0.02411806583404541,0.8648284077644348
codec_resample12_q12,codec_resample12_q12,wavefake_ajay,WF1,False,1.0,1.0,0.0,1.0,0.0,0.9924124931804642,0.9878888605144507,0.9969361258464777,True,True,8.347625,0.7740979194641113,0.5004843473434448,0.7781403660774231,0.5110774636268616,0.9762966632843018,0.10766100883483887,0.8321241140365601,0.02845783531665802
codec_resample12_q12,codec_resample12_q12,gtzan_real_v2,GTZAN_genre_2,False,0.0,0.0,0.0,0.0,1.0,0.49283527422567885,0.7419585096053608,0.2437120388459969,True,True,30.013375,0.7079322338104248,2.788446238355391e-07,0.6878958940505981,2.694879128739558e-07,0.430571585893631,0.9999997019767761,0.03143675625324249,0.8869175910949707
codec_resample12_q12,codec_resample12_q12,asvspoof2019,A01,False,1.0,1.0,0.0,1.0,0.0,0.9997368023343196,0.9997368023343196,,False,True,1.6331875,0.6511400938034058,0.368279367685318,0.6779218912124634,0.34937533736228943,0.9718121886253357,0.03480357304215431,0.6507964730262756,0.037286754697561264
codec_resample12_q12,codec_resample12_q12,gtzan_real_v2,GTZAN_genre_9,False,0.0,0.0,0.0,0.0,1.0,0.482885530406888,0.31471890910509814,0.6510521517086778,True,True,30.013375,0.72832190990448,1.6518509937668568e-07,0.7002243995666504,1.5469213110463897e-07,0.34778761863708496,0.9999998211860657,0.01681775413453579,0.8058784604072571
codec_resample12_q12,codec_resample12_q12,wavefake_ajay,WF2,False,1.0,1.0,0.0,1.0,0.0,0.994373330136342,0.9972004212024704,0.9915462390702136,True,True,9.20675,0.7677198648452759,0.5164624452590942,0.7715071439743042,0.5299324989318848,0.9676446914672852,0.09883532673120499,0.8219730854034424,0.03915528953075409
codec_resample12_q12,codec_resample12_q12,asvspoof2019,A01,False,1.0,1.0,0.0,1.0,0.0,0.999743309955152,0.999743309955152,,False,True,1.18475,0.6625475287437439,0.41685929894447327,0.6888592839241028,0.39997848868370056,0.9828417897224426,0.0282937902957201,0.8352835178375244,0.03627008572220802
codec_resample12_q12,codec_resample12_q12,librispeech_dev,LibriSpeech,False,0.0,0.0,0.0,1.0,0.0,0.04544776647973277,0.04544776647973277,,False,True,2.71,0.6853352785110474,0.2837018668651581,0.7005695104598999,0.2668774127960205,0.9796280860900879,0.09289722144603729,0.8610334396362305,0.02305738441646099
codec_resample12_q12,codec_resample12_q12,split_internal_mix,mix::LibriSpeech::MusicGen,True,1.0,0.0,1.0,1.0,1.0,0.7816386645013691,0.7816386645013691,,False,True,4.4595,0.7101364135742188,0.9995728135108948,0.6925197243690491,0.9995377063751221,0.47429779171943665,0.999808132648468,0.6364894509315491,0.03200562670826912
codec_resample12_q12,codec_resample12_q12,split_internal_mix,mix::A02::MusicGen,True,1.0,1.0,1.0,1.0,1.0,0.9973984294925395,0.995077474191563,0.999719384793516,True,True,10.575,0.7395788431167603,0.8758469820022583,0.7453818321228027,0.8767440319061279,0.8706374168395996,0.659719705581665,0.4341462552547455,0.05228221416473389
codec_resample12_q12,codec_resample12_q12,gtzan_real_v2,GTZAN_genre_0,False,0.0,0.0,0.0,0.0,1.0,0.5292011092757869,0.653301157134372,0.4051010614172018,True,True,30.013375,0.6838040351867676,5.773699740529992e-08,0.6690574884414673,5.3960370394179336e-08,0.5145173668861389,0.9999999403953552,0.020987214520573616,0.7482827305793762
codec_resample12_q12,codec_resample12_q12,gtzan_real_v2,GTZAN_genre_1,False,0.0,0.0,0.0,0.0,1.0,0.32326862675053425,0.15615129319310417,0.49038596030796433,True,True,30.013375,0.6335325241088867,0.00022828442160971463,0.6405832767486572,0.0002210720704169944,0.8383089900016785,0.9994910359382629,0.019196147099137306,0.6379227042198181
codec_resample12_q12,codec_resample12_q12,gtzan_real_v2,GTZAN_genre_1,False,0.0,0.0,0.0,0.0,1.0,0.15810457037826953,0.21089103264364367,0.10531810811289538,True,True,30.013375,0.6171301603317261,3.6932693014968265e-10,0.6193267703056335,3.397229164647797e-10,0.7714295983314514,1.0,0.025905326008796692,0.6875813603401184
codec_resample12_q12,codec_resample12_q12,asvspoof2019,bonafide,False,0.0,0.0,0.0,1.0,0.0,0.09411284948444333,0.09411284948444333,,False,True,2.0015625,0.6340581178665161,0.3939485251903534,0.6619729995727539,0.3771553933620453,0.9665735960006714,0.04786316305398941,0.8569509387016296,0.01837191730737686
codec_resample12_q12,codec_resample12_q12,librispeech_dev,LibriSpeech,False,0.0,0.0,0.0,1.0,0.0,0.005231309190548709,0.006571216686888644,0.0038914016942087743,True,True,9.26,0.7409970760345459,0.22290825843811035,0.7455822229385376,0.21818427741527557,0.9713894128799438,0.23142030835151672,0.82905113697052,0.039846427738666534
codec_resample12_q12,codec_resample12_q12,wavefake_ajay,R,False,0.0,0.0,0.0,1.0,0.0,0.9955377226686616,0.9955377226686616,,False,True,7.848375,0.7917054295539856,0.4859987795352936,0.7947120666503906,0.497491717338562,0.9812090396881104,0.11492191255092621,0.8133164048194885,0.0354146808385849
codec_resample12_q12,codec_resample12_q12,wavefake_ajay,R,False,0.0,0.0,0.0,1.0,0.0,0.3399372657632984,0.27204477068709537,0.40782976083950145,True,True,8.052875,0.751781702041626,0.5256377458572388,0.7579703330993652,0.5360599756240845,0.9736567735671997,0.1310427188873291,0.8014473915100098,0.03954526036977768
codec_resample12_q12,codec_resample12_q12,split_internal_mix,mix::A01::GTZAN_genre_0,True,1.0,1.0,0.0,1.0,1.0,0.6717539729941528,0.5554521317786738,0.7880558142096319,True,True,31.5228125,0.7012194395065308,5.930010047450196e-06,0.6818898916244507,5.643685653922148e-06,0.43521225452423096,0.9999881386756897,0.023008933290839195,0.8536972999572754
codec_resample12_q12,codec_resample12_q12,librispeech_dev,LibriSpeech,False,0.0,0.0,0.0,1.0,0.0,0.013544337275837925,0.013544337275837925,,False,True,6.94,0.7537922263145447,0.614685595035553,0.7575299739837646,0.6247797608375549,0.9565770626068115,0.18127043545246124,0.8131428956985474,0.04422088339924812
codec_resample12_q12,codec_resample12_q12,asvspoof2019,A02,False,1.0,1.0,0.0,1.0,0.0,0.9963261376278483,0.9963261376278483,,False,True,2.427625,0.6276018619537354,0.4145911633968353,0.6455642580986023,0.3991736173629761,0.9477812647819519,0.033137477934360504,0.7874327898025513,0.02482178434729576
codec_resample12_q12,codec_resample12_q12,split_internal_mix,mix::LibriSpeech::GTZAN_genre_0,True,0.0,0.0,0.0,1.0,1.0,0.31989077485925377,0.3245128112820989,0.31526873843640857,True,True,33.453375,0.6773101091384888,3.559793913154863e-05,0.6612452268600464,3.4050430258503184e-05,0.46105632185935974,0.9999373555183411,0.022475650534033775,0.8694366812705994
codec_resample12_q12,codec_resample12_q12,split_internal_mix,mix::R::GTZAN_genre_1,True,0.0,0.0,0.0,1.0,1.0,0.05336592953835909,0.02973652461008981,0.07699533446662837,True,True,30.013375,0.6330446004867554,2.930952632596018e-06,0.6376789808273315,2.7780429263657425e-06,0.8567626476287842,0.999993622303009,0.3060016930103302,0.6986609101295471
codec_resample12_q12,codec_resample12_q12,gtzan_real_v2,GTZAN_genre_3,False,0.0,0.0,0.0,0.0,1.0,0.3372141760167759,0.44796876952955655,0.22645958250399523,True,True,30.013375,0.7241920828819275,1.408030527727533e-07,0.6988538503646851,1.3188454772716796e-07,0.3731158971786499,0.9999998211860657,0.015554572455585003,0.8419539332389832
